epoch,step,train_loss,val_accuracy,val_loss,val_precision,val_recall
0,79,,0.6367924809455872,6.042150974273682,0.0,0.0
0,79,6.024711608886719,,,,
1,159,,0.6367924809455872,6.042150974273682,0.0,0.0
1,159,6.024711608886719,,,,
