epoch,step,test_accuracy,test_precisio,test_recall,train_loss,val_accuracy,val_loss,val_precision,val_recall
0,79,,,,,0.48427674174308777,6.613486289978027,0.4104672372341156,0.7176100015640259
0,79,,,,6.789960861206055,,,,
1,159,,,,,0.48899370431900024,6.7388691902160645,0.39781370759010315,0.6073375344276428
1,159,,,,6.7422919273376465,,,,
2,160,0.48899370431900024,0.39781370759010315,0.6073375344276428,,,,,
